0	0	0	0	0	0	0	0	0	0
0	-1.04154967610617189e-08	-5.48855630078539679e-05	0	0	-1.04383857034502839e-08	-5.50061787148171369e-05	0	0	0.314159265359000017
0	-1.54102884601520914e-07	-0.000208526453712555728	0	0	-1.5444153883665038e-07	-0.00020898470838385627	0	0	0.628318530718000146
0	-2.45148955553342447e-07	-0.000308410851358178301	0	0	-2.45687691297715577e-07	-0.000309088610514388724	0	0	0.942477796076999885
0	-2.93606892135423146e-07	-0.000231025559558141702	0	0	-2.94252118330785197e-07	-0.000231533257933932561	0	0	1.25663706143600051
0	-3.34463378331581652e-07	-0.000148548495419551548	0	0	-3.35198390141998847e-07	-0.000148874943410833867	0	0	1.57079632679500047
0	-2.99582401655602721e-07	-0.000304067215698965133	0	0	-3.00240759546008814e-07	-0.000304735429345278177	0	0	1.88495559215399999
0	-1.56477878940116853e-07	-0.000431495395736202598	0	0	-1.56821752435520889e-07	-0.000432443643678971526	0	0	2.19911485751299907
0	7.7612476692121937e-08	-0.000366030139741703822	0	0	7.77830367225725868e-08	-0.000366834522199621454	0	0	2.51327412287200014
0	3.89412672160484628e-07	-0.000266726374699679332	0	0	3.90268439720291317e-07	-0.000267312528662369704	0	0	2.82743338823100077
0	7.35953231689396082e-07	-0.000262885717412312311	0	0	7.37570551693538236e-07	-0.000263463431202962464	0	0	3.14159265359000228
0	1.03064365481963851e-06	-0.000300876006829371484	0	0	1.03290858217121532e-06	-0.000301537207521931818	0	0	3.45575191894900335
0	1.18296629059858024e-06	-0.00035097872237935398	0	0	1.18556595994088081e-06	-0.000351750028063548025	0	0	3.76991118430800354
0	1.03789712329662108e-06	-0.000355336917131354138	0	0	1.04017799077307596e-06	-0.000356117800320293631	0	0	4.08407044966700461
0	5.52834133933339852e-07	-0.000350587742081576604	0	0	5.54049034114656608e-07	-0.000351358188553181931	0	0	4.39822971502600346
0	4.93608284917668619e-07	-0.000354558270507318682	0	0	4.9469303124618846e-07	-0.00035533744255385652	0	0	4.71238898038500231
0	1.30203059550623888e-06	-0.000353426016671451329	0	0	1.30489191883003141e-06	-0.000354202700493592515	0	0	5.02654824574400472
0	2.62526721811878109e-06	-0.000355513652430403603	0	0	2.63103646680579793e-06	-0.000356294924010224835	0	0	5.34070751110300801
0	3.8270782797681935e-06	-0.000363760235948313432	0	0	3.83548861078851984e-06	-0.000364559630098935624	0	0	5.65486677646200864
0	5.02731953026863442e-06	-0.00036701893192378211	0	0	5.03836749382694433e-06	-0.000367825487336823304	0	0	5.96902604182100749
0	5.75992112084074464e-06	-0.000357609291818520084	0	0	5.7725790388891525e-06	-0.0003583951687447151	0	0	6.28318530718000545
0	5.31459851201267459e-06	-0.000343526280228813601	0	0	5.32627779563434145e-06	-0.000344281208535642197	0	0	6.5973445725390043
0	4.15307612645150593e-06	-0.000314665003519809766	0	0	4.16220286553756041e-06	-0.000315356506708947351	0	0	6.91150383789800316
0	2.89270666779355086e-06	-0.000290861939067425281	0	0	2.89906363746735808e-06	-0.000291501132991821223	0	0	7.22566310325700201
0	1.7494253037746431e-06	-0.00027009860255593237	0	0	1.75326981511316942e-06	-0.000270692167277052076	0	0	7.53982236861600263
0	1.35771743919902054e-06	-0.000251356785590702893	0	0	1.36070113908442436e-06	-0.000251909163570201034	0	0	7.85398163397500149
0	1.70486913493427144e-06	-0.000252715376759023917	0	0	1.7086157302838538e-06	-0.000253270740358521173	0	0	8.16814089933400389
0	2.21081715692920748e-06	-0.000256209474375171658	0	0	2.21567561621824892e-06	-0.000256772516552259788	0	0	8.48230016469300274
